ID,Service ID,Service Code,Service Name (EN),Service Name (AR),Medical Center Name,Medical Center ID,Price Before Discount,Price After Discount,Contract Price,Created At,Updated At
1322,1322,Acetyl choline Esterase,Acetyl choline Esterase,أستيل كولين إستراز,Medical Center 1,1,574,625,300,4/2/2025 16:44,4/2/2025 16:44
1323,1323,Acetylcholine Receptor abs,Acetylcholine Receptor abs,مستقبلات الأسيتيل كولين,Medical Center 1,1,515,583,457,4/2/2025 16:44,4/2/2025 16:44
1324,1324,Actin Ab,Actin Ab,مضاد أكتين,Medical Center 1,1,974,325,419,4/2/2025 16:44,4/2/2025 16:44
1325,1325,Acute Leukemia Panel,Acute Leukemia Panel,لوحة ليمفوما حادة,Medical Center 1,1,696,987,340,4/2/2025 16:44,4/2/2025 16:44
1326,1326,"Adalimumab (Humira) resistance treatment, serum","Adalimumab (Humira) resistance treatment, serum",مضاد أدياليموماب (هوميرا) مقاومة علاج بالدم,Medical Center 1,1,604,541,131,4/2/2025 16:44,4/2/2025 16:44
1327,1327,ADAMTS 13 Ab (Inhibitors antibodies),ADAMTS 13 Ab (Inhibitors antibodies),مضاد ADAMTS 13 (مضادات الأجسام المثبطة),Medical Center 1,1,735,670,481,4/2/2025 16:44,4/2/2025 16:44
1328,1328,Adenovirus Ag,Adenovirus Ag,أجسام فيروس الإدنو,Medical Center 1,1,211,710,206,4/2/2025 16:44,4/2/2025 16:44
1329,1329,Adenovirus IgM,Adenovirus IgM,أجسام مناعية IgM ضد فيروس الإدنو,Medical Center 1,1,107,391,443,4/2/2025 16:44,4/2/2025 16:44
1330,1330,Adrenal cortical Ab,Adrenal cortical Ab,مضاد قشري الكظر,Medical Center 1,1,812,344,474,4/2/2025 16:44,4/2/2025 16:44
1331,1331,Albumin in CSF,Albumin in CSF,ألبومين بالسائل النخاعي,Medical Center 1,1,590,684,187,4/2/2025 16:44,4/2/2025 16:44
1332,1332,Allergic Skin Test,Allergic Skin Test,اختبار الجلد التحسسي,Medical Center 1,1,523,773,232,4/2/2025 16:44,4/2/2025 16:44
1333,1333,Albumin in CSF,Albumin in CSF,ألبومين بالسائل النخاعي,Medical Center 1,1,639,518,480,4/2/2025 16:44,4/2/2025 16:44
1334,1334,Allergic Skin Test,Allergic Skin Test,اختبار الجلد التحسسي,Medical Center 1,1,836,946,381,4/2/2025 16:44,4/2/2025 16:44
1335,1335,Alpha-1-Glycoprotein,Alpha-1-Glycoprotein,أльфа 1-جلوكوبروتين,Medical Center 1,1,196,790,482,4/2/2025 16:44,4/2/2025 16:44
1336,1336,AML immunophenotyping panel,AML immunophenotyping panel,لوحة تحديد أنماط الأجسام المضادة لAML,Medical Center 1,1,141,480,414,4/2/2025 16:44,4/2/2025 16:44
1337,1337,Anti - amoeba Ab (Entamoeba histolytica Ab),Anti - amoeba Ab (Entamoeba histolytica Ab),مضاد الأميبا (مضاد Amitamoeba histolytica),Medical Center 1,1,724,683,392,4/2/2025 16:44,4/2/2025 16:44
1338,1338,Anti Muscle Specific Kinase Abs,Anti Muscle Specific Kinase Abs,أجسام مناعية ضد كيناز مخصوص بالعضلات,Medical Center 1,1,262,934,406,4/2/2025 16:44,4/2/2025 16:44
1339,1339,Anti Neuronal Antibodies Anti-CV2,Anti Neuronal Antibodies Anti-CV2,أجسام مناعية ضد السيتوبلازم CV2,Medical Center 1,1,985,708,132,4/2/2025 16:44,4/2/2025 16:44
1340,1340,Anti Neutrophil Cytoplasmic Ab,ANCA,ANCA,Medical Center 1,1,735,433,150,4/2/2025 16:44,4/2/2025 16:44
1341,1341,Anti Nuclear Ab,ANA,ANA,Medical Center 1,1,120,339,261,4/2/2025 16:44,4/2/2025 16:44
1342,1342,Anti Nuclear Ab (ANA) on HEP2 with Titre,Anti Nuclear Ab (ANA) on HEP2 with Titre,مضاد نواة (ANA) على HEP2 بمعدل التتر,Medical Center 1,1,446,300,324,4/2/2025 16:44,4/2/2025 16:44
1343,1343,Anti pancreatic cell Abs,Anti pancreatic cell Abs,أجسام مناعية ضد الخلايا البنكرياسية,Medical Center 1,1,181,178,212,4/2/2025 16:44,4/2/2025 16:44
1344,1344,Anti Parietal Cell Antibody (APCA),Anti Parietal Cell Antibody (APCA),مضاد الخلايا البطانية (APCA),Medical Center 1,1,677,661,379,4/2/2025 16:44,4/2/2025 16:44
1345,1345,Anti Phospholipase A2 Receptor IIFT(IgG) (Anti PLA2R),Anti Phospholipase A2 Receptor IIFT(IgG) (Anti PLA2R),مضاد مستقبل فوسفوليباز A2 بالتألق المناعي (IgG) (مضاد PLA2R),Medical Center 1,1,692,204,493,4/2/2025 16:44,4/2/2025 16:44
1346,1346,Anti Phospholipid Ab IgG,Anti Phospholipid Ab IgG,مضاد فوسفوليبيد IgG,Medical Center 1,1,135,610,142,4/2/2025 16:44,4/2/2025 16:44
1347,1347,Anti Phospholipid Ab IgM,Anti Phospholipid Ab IgM,مضاد فوسفوليبيد IgM,Medical Center 1,1,487,395,44,4/2/2025 16:44,4/2/2025 16:44
1348,1348,Anti Reticulin(ARA),Anti Reticulin(ARA),مضاد ريتيكولين (ARA),Medical Center 1,1,269,300,69,4/2/2025 16:44,4/2/2025 16:44
1349,1349,Anti Ribosomal P ( Anti-ribosomal RNA ) ELISA,Anti Ribosomal P ( Anti-ribosomal RNA ) ELISA,مضاد ريبوزومال P (مضاد RNA الريبوزومي) ELISA,Medical Center 1,1,702,533,355,4/2/2025 16:44,4/2/2025 16:44
1350,1350,Anti RNP,Anti RNP,مضاد RNP,Medical Center 1,1,469,908,85,4/2/2025 16:44,4/2/2025 16:44
1351,1351,Anti Smith Ab,Anti Smith Ab,مضاد سميث Ab,Medical Center 1,1,906,887,389,4/2/2025 16:44,4/2/2025 16:44
1352,1352,Anti Smooth muscle Ab (ASMA),Anti Smooth muscle Ab (ASMA),مضاد عضلات ناعمة (ASMA),Medical Center 1,1,243,228,72,4/2/2025 16:44,4/2/2025 16:44
1353,1353,Anti Sperm Ab ( IgG/IgM/IgA),Anti Sperm Ab ( IgG/IgM/IgA),مضاد نطاف ( IgG/IgM/IgA),Medical Center 1,1,987,976,162,4/2/2025 16:44,4/2/2025 16:44
1354,1354,Anti Sperm Antibodies (Agglutination and Cytotoxicity),Anti Sperm Antibodies (Agglutination and Cytotoxicity),أجسام مناعية ضد النطاف (تكتل وسمية),Medical Center 1,1,331,965,490,4/2/2025 16:44,4/2/2025 16:44
1355,1355,Anti SS-A(Ro),Anti SS-A(Ro),مضاد SS-A(Ro),Medical Center 1,1,857,795,234,4/2/2025 16:44,4/2/2025 16:44
1356,1356,Anti SS-B (LA),Anti SS-B (LA),مضاد SS-B (LA),Medical Center 1,1,885,979,210,4/2/2025 16:44,4/2/2025 16:44
1357,1357,Anti Thyroglobulin Ab,Anti Thyroglobulin Ab,مضاد ثايروجلوبولين Ab,Medical Center 1,1,339,544,257,4/2/2025 16:44,4/2/2025 16:44
1358,1358,Anti Thyroglobulin Ab by Immunoassay,Anti Thyroglobulin Ab by Immunoassay,مضاد ثايروجلوبولين Ab بواسطة Immunoassay,Medical Center 1,1,857,971,3,4/2/2025 16:44,4/2/2025 16:44
1359,1359,Anti Thyroid Antibodies(Anti Microsomal ( Peroxidase) and Anti Thyroglobulin Ab.,Anti Thyroid Antibodies(Anti Microsomal ( Peroxidase) and Anti Thyroglobulin Ab.,أجسام مضادة للغدة الدرقية (مضاد ميكروسومي (بيروكسيديز) ومضاد ثايروجلوبولين Ab.),Medical Center 1,1,483,603,483,4/2/2025 16:44,4/2/2025 16:44
1360,1360,Anti Tissue Transglutaminase ( Anti tTG ) IgA By ELISA,Anti Tissue Transglutaminase ( Anti tTG ) IgA By ELISA,مضاد ترانس گلوتاميناز (مضاد tTG ) IgA بواسطة ELISA,Medical Center 1,1,365,550,153,4/2/2025 16:44,4/2/2025 16:44
1361,1361,Anti Tissue Transglutaminase ( Anti tTG ) IgG By ELISA,Anti Tissue Transglutaminase ( Anti tTG ) IgG By ELISA,مضاد ترانس گلوتاميناز (مضاد tTG ) IgG بواسطة ELISA,Medical Center 1,1,453,292,411,4/2/2025 16:44,4/2/2025 16:44
1362,1362,Anti TPO (Anti microsomal Ab) by IF,Anti TPO (Anti microsomal Ab) by IF,مضاد TPO (مضاد ميكروسومي Ab) بواسطة IF,Medical Center 1,1,219,886,350,4/2/2025 16:44,4/2/2025 16:44
1363,1363,Anti TPO by Imunnoassay (thyroid peroxidase ),Anti TPO by Imunnoassay (thyroid peroxidase ),مضاد TPO بواسطة Imunnoassay (بيروكسيديز الغدة الدرقية),Medical Center 1,1,205,126,172,4/2/2025 16:44,4/2/2025 16:44
1364,1364,Anti –Deamidated gliadin peptide (anti- DGP) for celiac disease,Anti –Deamidated gliadin peptide (anti- DGP) for celiac disease,مضاد ببتيد الغليادين الميتيلاتي (مضاد DGP) لمرض السيلاك,Medical Center 1,1,731,467,222,4/2/2025 16:44,4/2/2025 16:44
1365,1365,Anti-Cardiolipin IgG (ACLA IgG),Anti-Cardiolipin IgG (ACLA IgG),مضاد كاردايوليبين IgG (ACLA IgG),Medical Center 1,1,727,858,479,4/2/2025 16:44,4/2/2025 16:44
1366,1366,Anti-Cardiolipin IgM (ACLA IgM),Anti-Cardiolipin IgM (ACLA IgM),مضاد كاردايوليبين IgM (ACLA IgM),Medical Center 1,1,886,895,234,4/2/2025 16:44,4/2/2025 16:44
1367,1367,Anti-Centromeric IgG by IF on Hep2 slides,Anti-Centromeric IgG by IF on Hep2 slides,مضاد سينترومير IgG بواسطة IF على شرائح Hep2,Medical Center 1,1,940,422,8,4/2/2025 16:44,4/2/2025 16:44
1368,1368,"Anti-Gangliosides (GM1, GQ1b, Gd1b) (Diagnosis of autoimmuneperipheral neuropathy)","Anti-Gangliosides (GM1, GQ1b, Gd1b) (Diagnosis of autoimmuneperipheral neuropathy)","مضاد جنجليوسيدز (GM1, GQ1b, Gd1b) (تشخيص مرض عصبي خارجي مؤتمن)",Medical Center 1,1,559,57,117,4/2/2025 16:44,4/2/2025 16:44
1369,1369,Anti-histone antibody,Anti-histone antibody,مضاد هستون,Medical Center 1,1,940,629,170,4/2/2025 16:44,4/2/2025 16:44
1370,1370,Anti-Insulin Ab,Anti-Insulin Ab,مضاد انسولين,Medical Center 1,1,464,602,279,4/2/2025 16:44,4/2/2025 16:44
1371,1371,Anti-Neuronal Ab (Paraneoplastic neurological syndrome) Panel,Anti-Neuronal Ab (Paraneoplastic neurological syndrome) Panel,مضاد نوروني (متلازمة سيرولوجية عصبية خبيثة) بانيل,Medical Center 1,1,420,171,104,4/2/2025 16:44,4/2/2025 16:44
1372,1372,Anti-RNA polymerase I antibodies,Anti-RNA polymerase I antibodies,مضاد بوليميراز RNA الأول,Medical Center 1,1,342,207,56,4/2/2025 16:44,4/2/2025 16:44
1373,1373,Anti-Skeletal Muscle Ab (Anti - Striated Muscle Ab),Anti-Skeletal Muscle Ab (Anti - Striated Muscle Ab),مضاد عضلي هيكلي (مضاد عضلي مخطط),Medical Center 1,1,260,265,285,4/2/2025 16:44,4/2/2025 16:44
1374,1374,Antiglomerular B.M by IF,Antiglomerular B.M by IF,مضاد جوميولار B.M بواسطة IF,Medical Center 1,1,718,187,80,4/2/2025 16:44,4/2/2025 16:44
1375,1375,Aquaporin 4 (Neuromyelitis Optica) (NMO) IgG Ab in CSF,Aquaporin 4 (Neuromyelitis Optica) (NMO) IgG Ab in CSF,مضاد اكوابورين 4 (نيموريليتس اوپتيكا) IgG في CSF,Medical Center 1,1,134,470,140,4/2/2025 16:44,4/2/2025 16:44
1376,1376,Aquaporin 4 (Neuromyelitis Optica) (NMO) IgG Ab in serum,Aquaporin 4 (Neuromyelitis Optica) (NMO) IgG Ab in serum,مضاد اكوابورين 4 (نيموريليتس اوپتيكا) IgG في مصل الدم,Medical Center 1,1,132,301,208,4/2/2025 16:44,4/2/2025 16:44
1377,1377,ASCA IgA,ASCA IgA,مضاد ASCA IgA,Medical Center 1,1,534,784,317,4/2/2025 16:44,4/2/2025 16:44
1378,1378,ASCA IgG,ASCA IgG,مضاد ASCA IgG,Medical Center 1,1,676,153,118,4/2/2025 16:44,4/2/2025 16:44
1379,1379,"Ascaris lumbricoides (Ascaridiasis) IgG Ab, Serum","Ascaris lumbricoides (Ascaridiasis) IgG Ab, Serum",مضاد ديدان الاسكارسlumbricoides (ديدان الاسكارسlumbricoides) IgG في مصل الدم,Medical Center 1,1,364,111,455,4/2/2025 16:44,4/2/2025 16:44
1380,1380,Antistreptolysin O Latex,Antistreptolysin O Latex,مضاد الميكروب السبحي (ASOT),Medical Center 1,1,862,640,270,4/2/2025 16:44,4/2/2025 16:44
1381,1381,Autoimmune gastrits (Intrinsic Factor Ab&APCA),Autoimmune gastrits (Intrinsic Factor Ab&APCA),مضاد المعدة الذاتي (مضاد العامل اللاصق ومضاد السبائك),Medical Center 1,1,287,664,450,4/2/2025 16:44,4/2/2025 16:44
1382,1382,Autoimmune Liver Profile(Liver cytosol Ag antibody - Soluble liver Ag antibody - Liver Pancreas Ag antibody),Autoimmune Liver Profile(Liver cytosol Ag antibody - Soluble liver Ag antibody - Liver Pancreas Ag antibody),بانيل المعدة الذاتي (مضاد سيتوسول الكبد - مضاد سيتوسول الكبد الذائب - مضاد سيتوسول البنكرياس),Medical Center 1,1,641,217,283,4/2/2025 16:44,4/2/2025 16:44
1383,1383,Autoimmune Profile with Titer,Autoimmune Profile with Titer,بانيل المرض الذاتي مع درجة التتر,Medical Center 1,1,994,835,16,4/2/2025 16:44,4/2/2025 16:44
1384,1384,Autologous Serum Skin Test (ASST),Autologous Serum Skin Test (ASST),اختبار الجلد بالدم الذاتي (ASST),Medical Center 1,1,676,207,65,4/2/2025 16:44,4/2/2025 16:44
1385,1385,B-ALL immunophenotyping panel,B-ALL immunophenotyping panel,بانيل مظاهر B-ALL,Medical Center 1,1,793,307,300,4/2/2025 16:44,4/2/2025 16:44
1386,1386,B-D-Glucan,B-D-Glucan,B-D-Glucan,Medical Center 1,1,622,435,336,4/2/2025 16:44,4/2/2025 16:44
1387,1387,Bartonella henselae Ab. for Cat scratch disease (by IFA),Bartonella henselae Ab. for Cat scratch disease (by IFA),مضاد بارتونيلة هنسيل (مرض خدش القطط) بواسطة IFA,Medical Center 1,1,939,218,215,4/2/2025 16:44,4/2/2025 16:44
1388,1388,Beta2-Glycoprotein 1 Ab (IgG-IgM),Beta2-Glycoprotein 1 Ab (IgG-IgM),مضاد بيتا2 - جلايكوبروتين 1 (IgG-IgM),Medical Center 1,1,206,602,252,4/2/2025 16:44,4/2/2025 16:44
1389,1389,Beta2-Glycoprotein 1 (IgG),Beta2-Glycoprotein 1 (IgG),مضاد بيتا2 - جلايكوبروتين 1 (IgG),Medical Center 1,1,877,439,297,4/2/2025 16:44,4/2/2025 16:44
1390,1390,Beta2-Glycoprotein 1 (IgM),Beta2-Glycoprotein 1 (IgM),مضاد بيتا2 - جلايكوبروتين 1 (IgM),Medical Center 1,1,870,149,240,4/2/2025 16:44,4/2/2025 16:44
1391,1391,Bilharzial Antibody (IHA) (Haemagglutination),Bilharzial Antibody (IHA) (Haemagglutination),أجسام مضادة للبلهارسيا,Medical Center 1,1,437,470,250,4/2/2025 16:44,4/2/2025 16:44
1392,1392,Bordetella Pertussis (Whooping cough) IgA Abs,Bordetella Pertussis (Whooping cough) IgA Abs,مضاد بوردتيلة بيرتوسس (سعال الديك) IgA,Medical Center 1,1,547,806,308,4/2/2025 16:44,4/2/2025 16:44
1393,1393,Bordetella Pertussis (Whooping Cough) IgG Antibodies,Bordetella Pertussis (Whooping Cough) IgG Antibodies,مضاد بوردتيلة بيرتوسس (سعال الديك) IgG,Medical Center 1,1,829,467,441,4/2/2025 16:44,4/2/2025 16:44
1394,1394,Bordetella Pertussis IgM (Whooping cough) IgM antibodies,Bordetella Pertussis IgM (Whooping cough) IgM antibodies,مضاد بوردتيلة بيرتوسس (سعال الديك) IgM,Medical Center 1,1,590,394,175,4/2/2025 16:44,4/2/2025 16:44
1395,1395,Borrelia burgdorferi IgG (for Lyme disease),Borrelia burgdorferi IgG (for Lyme disease),مضاد بوريليا بورج دورفيري (مرض لايم) IgG,Medical Center 1,1,863,665,356,4/2/2025 16:44,4/2/2025 16:44
1396,1396,Borrelia burgdorferi IgG (Lyme disease) CSF,Borrelia burgdorferi IgG (Lyme disease) CSF,مضاد بوريليا بورج دورفيري (مرض لايم) IgG في CSF,Medical Center 1,1,821,532,357,4/2/2025 16:44,4/2/2025 16:44
1397,1397,Borrelia burgdorferi IgM (for Lyme disease),Borrelia burgdorferi IgM (for Lyme disease),مضاد بوريليا بورج دورفيري (مرض لايم) IgM,Medical Center 1,1,348,984,459,4/2/2025 16:44,4/2/2025 16:44
1398,1398,Borrelia IgG antibodies (ELISA),Borrelia IgG antibodies (ELISA),مضاد بوريليا IgG (ELISA),Medical Center 1,1,213,796,66,4/2/2025 16:44,4/2/2025 16:44
1399,1399,Borrelia IgM antibodies ( ELISA),Borrelia IgM antibodies ( ELISA),مضاد بوريليا IgM (ELISA),Medical Center 1,1,834,934,158,4/2/2025 16:44,4/2/2025 16:44
1400,1400,Borrelia Westernblot IgG,Borrelia Westernblot IgG,مضاد بوريليا ويسترن بلوت IgG,Medical Center 1,1,207,759,346,4/2/2025 16:44,4/2/2025 16:44
1401,1401,Borrelia Westernblot IgG & IgM,Borrelia Westernblot IgG & IgM,مضاد بوريليا ويسترن بلوت IgG & IgM,Medical Center 1,1,330,485,275,4/2/2025 16:44,4/2/2025 16:44
1402,1402,Borrelia Westernblot IgM,Borrelia Westernblot IgM,مضاد بوريليا ويسترن بلوت IgM,Medical Center 1,1,808,500,150,4/2/2025 16:44,4/2/2025 16:44
1403,1403,Brucella Abortus and Melitensis,Brucella Abortus and Melitensis,بروسيلا.abortus و ميلي تينسيس,Medical Center 1,1,650,898,144,4/2/2025 16:44,4/2/2025 16:44
1404,1404,"Brucella IgG Ab, Serum","Brucella IgG Ab, Serum","مضاد بروسيللا IgG، مصل",Medical Center 1,1,837,866,426,4/2/2025 16:44,4/2/2025 16:44
1405,1405,"Brucella IgM Ab, Serum","Brucella IgM Ab, Serum","مضاد بروسيللا IgM، مصل",Medical Center 1,1,637,865,53,4/2/2025 16:44,4/2/2025 16:44
1406,1406,C-Reactive Protein,C-Reactive Protein,بروتين سي - رايكتيف,Medical Center 1,1,144,879,173,4/2/2025 16:44,4/2/2025 16:44
1407,1407,C1-Esterase Inhibitor (Activity),C1-Esterase Inhibitor (Activity),مانع ك 1-استيراز (نصيحة),Medical Center 1,1,296,523,260,4/2/2025 16:44,4/2/2025 16:44
1408,1408,C1-Esterase Inhibitor (Antigen),C1-Esterase Inhibitor (Antigen),مانع ك 1-استيراز (مركب مناعي),Medical Center 1,1,843,713,164,4/2/2025 16:44,4/2/2025 16:44
1409,1409,C1q - complement fraction,C1q - complement fraction,C1q - كومبليمنت فراكشين,Medical Center 1,1,798,803,321,4/2/2025 16:44,4/2/2025 16:44
1410,1410,C2 complement component,C2 complement component,مكون كومبليمنت 2,Medical Center 1,1,294,851,457,4/2/2025 16:44,4/2/2025 16:44
1411,1411,Complement C3,Complement C3,كومبليمنت 3,Medical Center 1,1,416,459,258,4/2/2025 16:44,4/2/2025 16:44
1412,1412,Complement C4,Complement C4,كومبليمنت 4,Medical Center 1,1,490,100,78,4/2/2025 16:44,4/2/2025 16:44
1413,1413,Complement C5,Complement C5,كومبليمنت 5,Medical Center 1,1,368,187,196,4/2/2025 16:44,4/2/2025 16:44
1414,1414,Complement C9,Complement C9,كومبليمنت 9,Medical Center 1,1,590,811,245,4/2/2025 16:44,4/2/2025 16:44
1415,1415,Calprotectin Quantitative (ELISA),Calprotectin Quantitative (ELISA),كالبوروتين كمي (ELISA),Medical Center 1,1,176,791,309,4/2/2025 16:44,4/2/2025 16:44
1416,1416,Candida Albicans IgA Ab,Candida Albicans IgA Ab,مضاد كانديدا البايكنس IgA,Medical Center 1,1,159,79,497,4/2/2025 16:44,4/2/2025 16:44
1417,1417,Candida Albicans IgG Ab,Candida Albicans IgG Ab,مضاد كانديدا البايكنس IgG,Medical Center 1,1,626,110,441,4/2/2025 16:44,4/2/2025 16:44
1418,1418,Candida Albicans IgM Ab,Candida Albicans IgM Ab,مضاد كانديدا البايكنس IgM,Medical Center 1,1,827,872,354,4/2/2025 16:44,4/2/2025 16:44
1419,1419,Casein IgE Specific (Cow's milk profile),Casein IgE Specific (Cow's milk profile),مضاد كايسين IgE الخاص (بروفايل حليب البقر),Medical Center 1,1,717,237,345,4/2/2025 16:44,4/2/2025 16:44
1420,1420,Casein IgG,Casein IgG,مضاد كايسين IgG,Medical Center 1,1,901,248,158,4/2/2025 16:44,4/2/2025 16:44
1421,1421,Celiac disease profile(Anti Endomysial Ab IgA&IgG &Anti,Celiac disease profile(Anti Endomysial Ab IgA&IgG &Anti,بروفايل مرض السيلياك (مضاد اندوميزيال IgA&IgG &مضاد,Medical Center 1,1,204,528,475,4/2/2025 16:44,4/2/2025 16:44
1422,1422,tTG IgA&IgG &Anti Gliadin &IgA Serum ),tTG IgA&IgG &Anti Gliadin &IgA Serum ),) IgA&IgG &مضاد جليدن &IgA مصل,Medical Center 1,1,227,802,60,4/2/2025 16:44,4/2/2025 16:44
1423,1423,CH 100,CH 100,CH 100,Medical Center 1,1,428,459,373,4/2/2025 16:44,4/2/2025 16:44
1424,1424,CH 50,CH 50,CH 50,Medical Center 1,1,161,208,457,4/2/2025 16:44,4/2/2025 16:44
1425,1425,Chlamydia trachomatis IgA,Chlamydia trachomatis IgA,مضاد كلاميديا تراكوماتي IgA,Medical Center 1,1,923,903,495,4/2/2025 16:44,4/2/2025 16:44
1426,1426,Chlamydia trachomatis IgG,Chlamydia trachomatis IgG,مضاد كلاميديا تراكوماتي IgG,Medical Center 1,1,943,451,496,4/2/2025 16:44,4/2/2025 16:44
1427,1427,Chlamydia trachomatis IgM,Chlamydia trachomatis IgM,مضاد كلاميديا تراكوماتي IgM,Medical Center 1,1,237,283,415,4/2/2025 16:44,4/2/2025 16:44
1428,1428,Chronic Inflammatory Bowel Disease (ASCA) by IF,Chronic Inflammatory Bowel Disease (ASCA) by IF,مرض الالتهاب المزمن في الامعاء (ASCA) بواسطة IF,Medical Center 1,1,888,632,62,4/2/2025 16:44,4/2/2025 16:44
1429,1429,Chronic Leukemia Panel,Chronic Leukemia Panel,لوحة الليوكيميا المزمنة,Medical Center 1,1,310,67,76,4/2/2025 16:44,4/2/2025 16:44
1430,1430,Cisticercosis (Taenia Solium) IgG Antibodies,Cisticercosis (Taenia Solium) IgG Antibodies,مضادات سستسيركوسيس (تانياسوليوم) IgG,Medical Center 1,1,867,516,372,4/2/2025 16:44,4/2/2025 16:44
1431,1431,Corynebacterium diphteriae antibodies IgG,Corynebacterium diphteriae antibodies IgG,مضادات كوريीबاكتيريوم ديفتيري IgG,Medical Center 1,1,135,961,159,4/2/2025 16:44,4/2/2025 16:44
1432,1432,Coxiella burnetii Phase -1- IgA for Q fever,Coxiella burnetii Phase -1- IgA for Q fever,مضاد كوكسيلة بورنيتي المرحلة -1- IgA لمرض حمى كيو,Medical Center 1,1,547,692,117,4/2/2025 16:44,4/2/2025 16:44
1433,1433,Coxiella burnetii Phase -2- IgM for Q fever,Coxiella burnetii Phase -2- IgM for Q fever,مضاد كوكسيلة بورنيتي المرحلة -2- IgM لمرض حمى كيو,Medical Center 1,1,314,50,494,4/2/2025 16:44,4/2/2025 16:44
1434,1434,Coxiella Burnetti IgG Ab (Phase I & Phase II),Coxiella Burnetti IgG Ab (Phase I & Phase II),مضاد كوكسيلة بورنيتي IgG (المرحلة I & II),Medical Center 1,1,222,539,376,4/2/2025 16:44,4/2/2025 16:44
1435,1435,Cross Match D.T.T,Cross Match D.T.T, CROSS MATCH D.T.T,Medical Center 1,1,163,291,239,4/2/2025 16:44,4/2/2025 16:44
1436,1436,Cryofibrinogen,Cryofibrinogen,كريوفايبرينوجين,Medical Center 1,1,990,126,212,4/2/2025 16:44,4/2/2025 16:44
1437,1437,Cryoglobulins,Cryoglobulins,كريوغلوبيولينز,Medical Center 1,1,511,840,466,4/2/2025 16:44,4/2/2025 16:44
1438,1438,D2R Antibodies (Dopamine 2 Receptor),D2R Antibodies (Dopamine 2 Receptor),مضادات D2R (مستقبل الدوبامين 2),Medical Center 1,1,389,220,355,4/2/2025 16:44,4/2/2025 16:44
1439,1439,Dendritic cell Vaccine,Dendritic cell Vaccine,لقاح الخلايا الشجرية,Medical Center 1,1,610,866,61,4/2/2025 16:44,4/2/2025 16:44
1440,1440,Detection of IgA deposits in skin frozen section,Detection of IgA deposits in skin frozen section,اكتشاف الايجاي المودع في مقطع جليدي من الجلد,Medical Center 1,1,702,477,117,4/2/2025 16:44,4/2/2025 16:44
1441,1441,Detection of IgG deposits in skin frozen section,Detection of IgG deposits in skin frozen section,اكتشاف الايجي جي المودع في مقطع جليدي من الجلد,Medical Center 1,1,737,772,189,4/2/2025 16:44,4/2/2025 16:44
1442,1442,Detection of IgM deposits in skin frozen section,Detection of IgM deposits in skin frozen section,اكتشاف الايجي ام المودع في مقطع جليدي من الجلد,Medical Center 1,1,356,184,66,4/2/2025 16:44,4/2/2025 16:44
1443,1443,Dihydro Rodamine ( DHR ) (NBT),Dihydro Rodamine ( DHR ) (NBT),ديهيدرودامين (ديهيرو رودامين) (NBT),Medical Center 1,1,661,429,254,4/2/2025 16:44,4/2/2025 16:44
1444,1444,Direct Immunofluorescence on skin frozen section ( IgA & IgG & IgM ),Direct Immunofluorescence on skin frozen section ( IgA & IgG & IgM ),المناعية المباشرة على مقطع جليدي من الجلد (الايجاي والايجي جي والايجي ام),Medical Center 1,1,605,336,358,4/2/2025 16:44,4/2/2025 16:44
1445,1445,Double Negative T- ECHINOCOCCOSIS SEROLOGY ( SCREENING ),Double Negative T- ECHINOCOCCOSIS SEROLOGY ( SCREENING ),الناتجين المزدوجين تي-سيرولوجي مرض الكوكسيديا (الفحص المبدئي),Medical Center 1,1,315,973,171,4/2/2025 16:44,4/2/2025 16:44
1446,1446,"ENA (Anti Smith -Anti Ribonucleoprotein-Sjogren syndrome A,B.-Anti centromere-Topoisomerase/Scleroderma- Jo1/histidyl-RNA Synthetase) Endothelial cells IgG antibodies","ENA (Anti Smith -Anti Ribonucleoprotein-Sjogren syndrome A,B.-Anti centromere-Topoisomerase/Scleroderma- Jo1/histidyl-RNA Synthetase) Endothelial cells IgG antibodies","ENA (مضادات سميث -مضادات ريبونوكليوبروتين -متلازمة سيجرون A,B.-مضادات سينترومير-توبويسوميراز/سكلروديرما- جو 1/هستيديل-مرنا سينثيتاز) خلايا البطانة IgG",Medical Center 1,1,916,445,211,4/2/2025 16:44,4/2/2025 16:44
1447,1447,Entamoeba Histolytics Ag,Entamoeba Histolytics Ag,مضادات الإنتاموبا هستوليتيكا_AG,Medical Center 1,1,211,836,425,4/2/2025 16:44,4/2/2025 16:44
1448,1448,Fasciola Antibodies (ELISA),Fasciola Antibodies (ELISA),مضادات الفاشيولا (ELISA),Medical Center 1,1,566,84,19,4/2/2025 16:44,4/2/2025 16:44
1449,1449,Flow Cytometric Cross Match,Flow Cytometric Cross Match,مضاد لاتجاه الخلايا بالتدفق,Medical Center 1,1,268,173,476,4/2/2025 16:44,4/2/2025 16:44
1450,1450,Fluorescent Reading per well,Fluorescent Reading per well,قراءة الفلورسنت لكل جدر,Medical Center 1,1,433,911,220,4/2/2025 16:44,4/2/2025 16:44
1451,1451,Food Intolerances A200,Food Intolerances A200,نفور من الأغذية A200,Medical Center 1,1,818,629,55,4/2/2025 16:44,4/2/2025 16:44
1452,1452,Food Intolerances A60,Food Intolerances A60,نفور من الأغذية A60,Medical Center 1,1,735,747,280,4/2/2025 16:44,4/2/2025 16:44
